num,text,timestamp,label
2,"It's Ok, Manchester's off flood alert. Fat chops has just walked in the Rovers. His equally repulsive Mam said 'let's get some food in you'.",41525.7861111111,0
3,"Love how you ask for a tiny bit of sauce, and the idiots flood your food with sauce.",41525.7736111111,0
4,Dif tailgate!! Morning games and good food. Im bout to flood y'all feed. It's gameday baby!!! Lets go… http://instagram.com/p/eAcjsuuKSl/ ,41525.7076388889,0
8,"As much food as I've eaten today, I'm going to need my house to flood again so I can float over to the fridge to get more hummus.",41525.6972222222,0
11,“@____Reece: Can't wait for the 'I'm hanging' and 'need food' tweets to flood my twitter” 'someone bring me a maccies and I will love you',41525.4118055556,0
12,"@PointlessBlog oh my food, I would littelary die if you DM'ed me, okay maybe not but I would cry a flood...",41524.9868055556,1
14,Ok well it looks as though we have some flood warnings I'm going to get some food And see what's up!,41524.9201388889,0
16,"=@VirtualEnaj devastated by flash floods.. need donations of towels, cleaning materials, straw, hay, small animal food etc.",41524.8993055556,1
17,"Thank god I have Tabasco to flood this bologanese with, the single most boring food ever",41524.7027777778,0
18,Michelle Flood working hard to bring your fur kids real food. http://fb.me/2BtR16FcO ,41524.6868055556,0
21,Thanks to floods the US gets ready to pay more for food. Will the world follow? SGI Blog http://www.greening.in/2013/06/sgi-blog.html …,41524.6819444444,0
44,"Hope you survived floods OK. Still a few tix left for Saltburn's Brass Neck tonight. Tix at Saltburn Health Foods, or pay on door tonight.",41524.4618055556,0
45,#Floods and Your Pets (via the Center for Food Security and Public Health) http://bit.ly/17FgmPq  #prepare #disasteranimals #hmrd,41524.25,0
46,I better go do this food run before this rain comes back and I'm stuck in Noah's flood again.,41524.1847222222,1
47,=@THAT_Y3LLOWGiRL aye I love food more than you can imagine but sometimes you gotta let it break your heart,41524.1840277778,1
48,=@attyjf Well.. Do I get free food?,41524.0986111111,0
49,Food time!!! Sorry ima flood ya timelines for aboit a week lmao @ Red Robin Gourmet Burgers http://instagram.com/p/d7yZGYCc2D/ ,41523.8979166667,0
51,Lance Canales and the Flood Fri night at 8:30! Roots blues and slide guitar! Unfortunately Gypsy Flame can't make it tonight so bring food.,41523.8868055556,1
53,"=@Dgfheili oh now I understood, its okay go ahead and flood twitter with food porn",41523.8263888889,1
55,"Just rang the pizza shop to see if my foods on its way and they said ""we had to stop delivering because of the floods"" thanks for telling me",41523.7569444444,0
56,"Prepare a flood kit including a torch, batteries, mobile phone, warm clothes, water, food and any prescription medicines you may need.",41523.7229166667,0
58,"Friday Food for thought! MT @LATimes What would flood if a huge #tsunami hit Southern #California? http://www.latimes.com/local/lanow/la-me-ln-what-would-flood-if-a-huge-tsunami-hit-southern-california-20130905,0,7890811.story …",41523.6284722222,1
60,give them a day or two with no food and they'll eat him. RT @Earth_Pics Boy’s Best Friends Sit out Flood https://twitter.com/Earth_Pics/status/375985546444955648/photo/1pic.twitter.com/olXZHggvip ,41523.6034722222,1
61,"""Why do they (flood survivors) complain? Free food/internet/clothing/items. They're so ungrateful!"" ~ #Siksika Nation Paid Representative",41523.5972222222,1
62,"Khalsa Aid serving food to the people of Uttarakhand,north India, after the devastating floods in June this year.... http://fb.me/LcaZkzc4 ",41523.5604166667,0
63,Keep safe to those who have flash flood warnings in their area and stock food.,41523.5430555556,0
64,ADRA has supplied emergency food to 500 families with more to come following floods in Philippines which hit half of capital city Manilla.,41523.3326388889,0
66,"@five15design not to mention the flood of GM food for 'pure NZ' dairy cows, ...or palm kernel",41523.3270833333,1
67,REMINDER: Golden Inn Restaurant – Flood Re-Opening – 10% Off Food & Drinks (Until Sept 30) http://goo.gl/fb/8Vm3c ,41523.2888888889,0
68,Have you read your pets food and treat labels today?  Are you ready to change their food/ treats?,41523.0694444444,1
71,"Woohoo 老字號 RT @SINGTAOTeddy Golden Inn, the 2nd oldest restaurant in #yyc Chinatown, re-open from flood. 10% off food and drink this month.",41522.9666666667,0
72,=@Hahleena haha flash food? you mean flood,41522.9229166667,1
73,"""@SINGTAOTeddy: Golden Inn, the 2nd oldest restaurant in #yyc Chinatown, re-open from flood. 10% off food and drink this month."" Gtrat news",41522.8680555556,0
74,"Golden Inn, the 2nd oldest restaurant in #yyc Chinatown, re-open from flood. 10% off food and drink this month.",41522.84375,0
75,"@JoburgCity Explored more of Maputo on foot today with the encyclopaedic Jane Flood, ate more delicious food and drank more Laurentina!",41522.8333333333,0
80,"Took a quick break to fuel up with food and fuel my phone with battery life. Back at it, a flood of photos coming your way. #nyfw",41522.7895833333,0
