num,text,timestamp,label
0,RT @uberdogfound: Please RT - Food needed for shelter in NC in area that was hit hard by tornado. Please contact us at…,40657.975,1
1,Please RT - Food needed for shelter in NC in area that was hit hard by tornado.  Please contact us at info@uberdogfoundation.org to help!,40657.975,1
3,‚ô°its raining and tornado warnings....about to be in a coma from eating all this food in a few!!!‚òª‚òª,40657.8979166667,1
9,Lmao #damn RT @LuCeCaNNoNn: If I don't get any food I hope the tornado blow all yall food out yall mouth #SoIDC,40657.7666666667,1
10,Saved by the tornado warning....I'm just ready to eat this good food,40657.75625,0
12,uh...no more food please Mr. @mlp_spike ..my tummy already hurts from too much candy *his face is a bit green*,40657.6576388889,1
14,We'll be accepting donations of food to be distributed to tornado victims in the eastern part of the state at today's @wsdashbaseball game!,40657.5916666667,0
15,"Go, See, Do: At the game, Lowes Foods will be accepting donations of food to be distributed to tornado victims i... http://bit.ly/gSosPk",40657.2416666667,0
16,"Tornado steals fast food: 
									
									Took his burger, fries AND drink? Oh, no, it didn't!
									Tags... http://bit.ly/h4FnGU",40657.2222222222,1
17,Raleigh neighbors reach out to tornado victims: A Raleigh neighborhood put together a spontaneous food and cloth... http://bit.ly/dYnaOc,40657.18125,0
18,"Wow! Crazy day getting food for this week. Tornado warnings, taking shelter in the back of the store with others,... http://fb.me/zJVBpmfg",40657.0680555556,0
39,"@crystalchappell HELP! STL TORNADO VICTIMS call United Way 18664447669. Many have lost everything! NEED: Shelter, Food, Water, Clothes",40658.9680555556,0
40,My car is a mess. Both my rooms are tornado zones. My food is gone. And my bank account is empty. Quadfest was (cont) http://tl.gd/a300df,40658.9645833333,1
41,RT @RalDowntowner Food+10 bands TirNaNog tornado victim benefit. Can't think of better way 2 spend tomorrow night. http://bit.ly/hbssGf  #fb,40658.9444444444,0
42,Food + 10 local bands at Tir Na Nog's tornado victim benefit. I can't think of a better way to spend tomorrow night. http://bit.ly/hbssGf,40658.9416666667,0
43,food coma. tornado. i just want to sleep.,40658.8979166667,1
46,"this dude in my first period was talking about him & his ""brothers"" was robbing FOOD LION when the power went out during the tornado. . .",40658.8666666667,1
48,"So after these long tests, stuck in d building cuz of tornado and that also means no food from aunt! Just like yesterday! Fuckn tornado!!!",40658.8513888889,1
49,This is at UNT RT @TheHonorableJ In basement of Chilton Hall due to tornado siren. Lots of people. No food.,40658.8423611111,1
50,In basement of Chilton Hall due to tornado siren. Lots of people. No food.,40658.8416666667,1
51,"TV News for 99.99% of you not in jail: Hoped to fill 2 tractor trailers for tornado survivors. We filled 4! Food, supplies & hope on the way",40658.8263888889,1
54,"HELP! STL Tornado Victims: PLS Call United Way @ 18664447669 Many lost 'everthing'! Need shelter, food, water, clothing.",40658.6590277778,1
57,Don't forget we are taking pet food donations through the end of this week for tornado/storm victims! Thx to everyone that has given so far!,40658.5479166667,0
78,Video: Aftermath of St. Louis Tornado http://sy.ly/VQ2sC #diet #workout #sugar #obesity #fit #fitness #carbs #food #nutrition #health,40658.5159722222,1
79,Tornado Steals Fast Food [Video] http://2leep.com/news/173103/,40658.5006944444,1
80,So blessed by the Baptist Men and @RedCross continuing to serve food in our community and clean up tornado debris even on Easter Sunday.,40658.4673611111,0
81,=@Tornado__Nateee idk i watch everything lol the kardashians. ummm travel channel bizarre foods with andrew zimmern. etc lolz,40658.2013888889,1
85,"Day 321: Fast Food Tornado ‚Äì I try not to eat out a lot, but you wouldn‚Äôt know it by looking at the floor on the p http://twitpic.com/4p5nq6",40658.00625,1
87,Last nite stl had a tornado storm scary as hell now I'm adt home with no lites praying everything up and running b4 my food spoils sadface,40656.9298611111,1
89,"Easter weekend = lots of good food, egg dyeing, & apparently tornado warnings also!",40656.8923611111,0
90,RT @vocalbeing TSA: ATTENTION PLZ IF U ARE W/OUT FOOD OR WATER DUE TO THE TORNADO THE RESIDENTS OF BERKELEY CAN (cont) http://tl.gd/a1lakj,40656.8854166667,1
93,Tornado Victim Food/Clothes Drive http://nblo.gs/h1irJ,40656.7895833333,0
94,Tornado Victim Food/Clothes Drive http://wp.me/pj8WW-9l,40656.75625,0
95,Is a waterbaby. Red Cross disaster relief truck came with hot meals where we were cleaning.. tears flowed.#tornado seeing kids go for food,40656.7270833333,0
96,"*Breaking* St. Louis airport damaged and closed by tornado: Filed under: Business, North America, United States,... http://bit.ly/gra3tv",40656.675,1
