num,text,timestamp,label
1945," & :  US eastcoast had a historic blizzard.18 people died, incl a good samaritan who was shot trying to help a man w his stalled car",1/25/16 15:27,1
1239, brixcitygurl: CAN YOU FIND THE CAR? #blizzard 2016 1/24/16 #snow #weather #snowmageddon #snowday #cold... http://tmblr.co/ZQapGy20iLc2Q ,1/28/16 00:46,1
455, Snow blizzard in NY ! It took us a week to get our car out . Fun times in the city :) http://tmblr.co/ZulQai20vmql5 ,1/31/16 14:00,1
623, Snow Painting  Spray bottle with a few drops of food coloring makes for some post blizzard… https://www.instagram.com/p/BBAtnBoR3H5/ ,1/26/16 17:46,1
48, Stony Brook Medicine residents covering the university hospital and Northport VA during the blizzard! http://tmblr.co/ZR86Xy20VKqPm ,1/24/16 19:06,1
398," Surviving Winter Storm Jonas. Guess how many times I had to dig out my car during the blizzard. Also,... http://tmblr.co/ZfLMEq20yGQgQ ",2/1/16 02:12,1
3502, that guy just left his car in the road and said f*ck I'm walking lmao #CNN #blizzard ,1/23/16 00:32,1
867," theonion: Grocery stores will quickly sell out of food during a blizzard, so be sure to stock up on... http://tmblr.co/Z7AU8w20X1gNv ",1/25/16 02:58,1
1245," theonion: Grocery stores will quickly sell out of food during a blizzard, so be sure to stock up on... http://tmblr.co/Za2DQx20VEp4z ",1/24/16 18:40,1
1714," theonion: Grocery stores will quickly sell out of food during a blizzard, so be sure to stock up on... http://tmblr.co/Zf_mzx20NnpNC ",1/22/16 22:30,1
1481, your good at softball! Your really pretty and fun to be around! Your car,1/22/16 02:25,0
3203,"- gourmet foods is lit, hope you're safe in this blizzard glad we got closer this year. You're ",1/23/16 03:19,1
2523,"!! DURING THE COLD BLIZZARD, A GIRL WAS OUT, TRYING TO SHOVEL THE SNOW OFF HER CAR, BUT SUDDENLY, THE MAFIA SNUCK UP BEHIND HER, +",1/24/16 04:19,1
2931,!!! NEW NEW NEW !!!ENG Portals - Storm Jonas: Why a looming blizzard makes us think we can eat all the junk food... http://fb.me/JV4QWqsl ,1/23/16 16:17,1
1215,". @reginathorn Next blizzard, I want more time to chill, make yummy food, and hang out! Have enjoyed the workouts but was not very relaxed!!",1/24/16 21:20,1
1579,.. make a quick stop and gather somethings in order to prepare for this blizzard. I was there for about 30 mins contemplating life and food.,1/24/16 00:18,1
2177,"... Kinda glad this blizzard is coming, parents went crazy and stocked the house with food!",1/22/16 14:34,1
708,...blizzard. So imagine the amount of time it'll take to walk in this shit. Then my manager is inconsiderate cuz she has a ride from the..,1/23/16 15:50,1
60,"...but I'm running out of food and resources. And it's pretty much isolated. Also, blizzards occupy the place so much. Should leave soon...",1/31/16 22:36,1
623,"...Like ""A blizzard is coming!"" ""Okay! I'm going to get my eyebrows done and wash my car.""",1/21/16 21:21,1
2505,...Thankful for all the Chinese food spots delivering during this Blizzard! The REAL MVP's Lol #blizzard2016,1/23/16 22:42,0
912,.@CBSNews just quoted a DC-area woman concerned because her Whole Foods was out of organic carrots. THE BLIZZARD SUFFERING IS ALREADY REAL!,1/21/16 23:34,1
315,.@IAAPAHQ is closed today. We’d rather “Blizzard” be the name of a new ride...123 days until Memorial Day weekend! pic.twitter.com/C4pbVMqKCI,1/25/16 15:07,1
1686,.@JeffSpeckAICP @SeanBlanda @anobleDC @classicyuppie last year car was vandalised after blizzard while in active MS flare. Know how I feel.,1/26/16 11:11,1
1315,".@kanawhaus @jaredwv @jeff_billings Get a wool blanket from a military surplus store! Part of my ""stranded in a Wyoming blizzard"" car kit.",1/22/16 22:20,1
2341,.@NYCMayorsOffice: alt. side parking is canceled all week - DO NOT move car &/or put snow back on the street :) #snow #nyc #jonas #blizzard,1/24/16 16:08,1
859,.@RushMillerFound on #Periscope: #Ski behind the car in #blizzard #Colorado https://www.pscp.tv/w/aYA7TTEzMTkwNzY1fDFtbnhlYk9iT3BRS1jMCYJKG-rH4OXpZbUmBwVUieMWLtueC3ldxNva1PqPTg== …,2/2/16 05:51,1
2081,.@RXBAR ready for #jonas2016.  Blizzard food. pic.twitter.com/g3FdinlrbK,1/22/16 16:35,1
